domain,yin_name,yin_state,yin_website,yin_twitter,yin_youtube,yin_facebook,yin_owner,yin_medium,yin_source,yin_collection_date,yin_is_news
stuttgartdailyleader.com,Daily Leader,AR,http://www.stuttgartdailyleader.com,Stuttgart_DL,,https://www.facebook.com/DailyLeader,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
texarkanagazette.com,Texarkana Gazette,AR,http://www.texarkanagazette.com,TxkGazette,https://www.youtube.com/user/tgazphoto,https://www.facebook.com/TexarkanaGazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
democrattribune.com,Democrat Tribune,AR,http://www.democrattribune.com,,,https://www.facebook.com/pages/Poinsett-County-Democrat/459987977369820,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pressargus.com,Press Argus-Courier,AR,http://pressargus.com,,,https://www.facebook.com/pages/Press-Argus-Courier/504012913049741?rf=147417455392217,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
waldronnews.com,Waldron News,AR,http://www.waldronnews.com,,,https://www.facebook.com/waldronnewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thetd.com,Times Dispatch,AR,http://www.thetd.com,Times_Dispatch,,https://www.facebook.com/thetimesdispatch,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
theeveningtimes.com,Evening Times,AR,http://www.theeveningtimes.com,WMEveningTimes,,https://www.facebook.com/pages/The-Evening-Times/136499159704328,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
whitehalljournal.com,White Hall Journal,AR,http://www.whitehalljournal.com,,,https://www.facebook.com/WhiteHallJournalNewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
inarkansas.com,Littlerockfamily.com,AR,http://www.inarkansas.com/publications/little-rock-family,LRFamily,,https://www.facebook.com/LittleRockFamily,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
ardeerhunting.com,Arkansas Deer Hunting,AR,http://www.ardeerhunting.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
arkansas.com,Arkansas Tourism Official Site,AR,http://www.arkansas.com,artourism,http://www.youtube.com/user/ArkansasTourism,https://www.facebook.com/ArkansasStateTourism,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
buffaloriverfun.com,Buffalo National River,AR,http://www.buffaloriverfun.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
efortsmith.com,eFortsmith.com,AR,http://www.efortsmith.com,,,https://www.facebook.com/pages/Entertainment-Fort-Smith-Magazine/94516349670,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
asuherald.com,Herald,AR,http://www.asuherald.com,ASUHerald,http://www.youtube.com/asuherald,https://www.facebook.com/asuherald,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hsuoracle.com,Oracle Online,AR,http://www.hsuoracle.com,,,https://www.facebook.com/hsuoracle,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thebray.com,The Bray,AR,http://www.thebray.com,thebrayonline,http://www.youtube.com/user/SAUBrayOnline,https://www.facebook.com/thebrayonline,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
uatrav.com,Traveler,AR,http://www.uatrav.com,uatrav,,https://www.facebook.com/uatrav,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ualr.edu,Forum,AR,http://ualr.edu/forum,theualrforum,http://www.youtube.com/user/UALRTV,https://www.facebook.com/pages/The-UALR-Forum/94078447867,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ucaecho.net,Echo,AR,http://ucaecho.net,UCAEcho,http://www.youtube.com/user/ucentralarkansas,https://www.facebook.com/UCAEcho,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
cunews.info,Ajo Copper News,AZ,http://www.cunews.info,,,https://www.facebook.com/AjoCopperNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ajnews.com,Apache Junction News,AZ,http://www.ajnews.com,,,https://www.facebook.com/pages/The-Apache-JunctionGold-Canyon-News/273405053419,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
trivalleycentral.com,Arizona City Independent,AZ,http://www.trivalleycentral.com/arizona_city_independent,,,https://www.facebook.com/ArizonaCityIndependentEdition,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bensonnews-sun.com,San Pedro Valley News-Sun,AZ,http://www.bensonnews-sun.com,bensonnews,,https://www.facebook.com/bensonnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thebisbeeobserver.com,Bisbee Observer,AZ,http://www.thebisbeeobserver.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bullheadcity-bee.com,Bullhead City Bee,AZ,http://www.bullheadcity-bee.com,BHCBee,,https://www.facebook.com/bullheadcitybee,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mohavedailynews.com,Mohave Daily News,AZ,http://www.mohavedailynews.com,MDNreporter,,https://www.facebook.com/mohavevalleydailynews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
cvbugle.com,Camp Verde Bugle,AZ,http://cvbugle.com,CVBugle,http://www.youtube.com/user/CampVerdeBugle,https://www.facebook.com/CVbugle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
journalaz.com,Camp Verde Journal,AZ,http://www.journalaz.com/news/camp-verde.html,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thefoothillsfocus.com,Foothills Focus,AZ,http://www.thefoothillsfocus.com,,http://www.youtube.com/user/thefoothillsfocus,https://www.facebook.com/TheFoothills.Focus,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
sonorannews.com,Sonoran News,AZ,http://www.sonorannews.com,sonorannews,https://www.youtube.com/channel/UCQH6uCvpC0knP0pUMqcbiQg,https://www.facebook.com/SonoranNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
santansun.com,SanTan Sun News,AZ,http://www.santansun.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
timespublications.com,Times Publications,AZ,http://timespublications.com,,,https://www.facebook.com/times.publications,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
cvrnews.com,Chino Valley Review,AZ,http://cvrnews.com,ChinoValleynews,http://www.youtube.com/user/CVRnews,https://www.facebook.com/ChinoValleyReview,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
verdenews.com,Verde Independent,AZ,http://verdenews.com,VerdeNews,https://www.youtube.com/user/Verdenews,https://www.facebook.com/verdenews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
douglasdispatch.com,Douglas Dispatch,AZ,http://www.douglasdispatch.com,,,https://www.facebook.com/DouglasDispatch,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
azdailysun.com,Arizona Daily Sun,AZ,http://azdailysun.com,azds,http://www.youtube.com/user/azdailysun,https://www.facebook.com/ArizonaDailySun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
nhonews.com,Navajo Hopi Observer,AZ,http://nhonews.com,NHOnews,,https://www.facebook.com/NavajoHopiObserver,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thenoise.us,Noise,AZ,http://thenoise.us,,,https://www.facebook.com/pages/The-Noise/204220980706,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
fhtimes.com,Fountain Hills Times,AZ,http://www.fhtimes.com,,,https://www.facebook.com/fountainhillstimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
gilbertsunnews.com,Sun News,AZ,http://gilbertsunnews.com,,,https://www.facebook.com/gilbertsunnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
glendalestar.com,Glendale Star,AZ,http://www.glendalestar.com,,,https://www.facebook.com/pages/The-Glendale-Star/147052874941,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
yourwestvalley.com,Glendale Today,AZ,http://www.yourwestvalley.com,YourWVnews,http://www.youtube.com/user/yourwestvalley,https://www.facebook.com/yourwestvalley,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
silverbelt.com,Arizona Silver Belt,AZ,http://www.silverbelt.com,azsilverbelt,,https://www.facebook.com/pages/Arizona-Silver-Belt/127421320758653,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
coppercountrynews.com,Copper Country News,AZ,http://www.coppercountrynews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
westvalleyview.com,West Valley View,AZ,http://www.westvalleyview.com,WestValleyView,,https://www.facebook.com/WestValleyView,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
grandcanyonnews.com,Grand Canyon News,AZ,http://www.grandcanyonnews.com,GCanyonNews,,https://www.facebook.com/GrandCanyonNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
grandcanyontourguide.com,Grand Canyon Tour Guide,AZ,http://www.grandcanyontourguide.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
gvnews.com,News & Sun,AZ,http://www.gvnews.com,greenvalleynews,http://www.youtube.com/user/gvnvideo,https://www.facebook.com/GreenValleyNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
azjournal.com,Arizona Journal,AZ,http://www.azjournal.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
copperarea.com,Copper Area News,AZ,http://copperarea.com,,https://www.youtube.com/channel/UCduO1UK-bGVDxYtlcngMHQA,https://www.facebook.com/CopperArea,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
kdminer.com,Kingman Daily Miner,AZ,http://kdminer.com,DailyMiner,http://www.youtube.com/user/KingmanDailyMiner,https://www.facebook.com/dailyminer,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
havasunews.com,Today's News-Herald,AZ,http://www.havasunews.com,havasunews,https://www.youtube.com/channel/UC7neeTABUnWFaCljRO5Qptw,https://www.facebook.com/pages/Todays-News-Herald/160566553965650,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
tucsonlocalmedia.com,Marana News,AZ,http://www.tucsonlocalmedia.com/news/marana,Explorer_News,http://www.youtube.com/user/explorernews,https://www.facebook.com/pages/Marana-News/188826331190748,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
copamonitor.com,Maricopa Monitor,AZ,http://www.copamonitor.com,maricopamonitor,http://www.youtube.com/channel/UCfCxCE6OZSg4uw4_Ll5uEiw,https://www.facebook.com/MaricopaMonitor,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
eastvalleytribune.com,East Valley Tribune,AZ,http://www.eastvalleytribune.com/local/mesa,EVTNow,http://www.youtube.com/user/evtrib,https://www.facebook.com/EVTNow,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
nogalesinternational.com,Nogales International,AZ,http://www.nogalesinternational.com,nogalesnews,http://www.youtube.com/user/nogalesinternational,https://www.facebook.com/nogalesinternational,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lakepowellchronicle.com,Lake Powell Chronicle,AZ,http://www.lakepowellchronicle.com,lakepowellchron,,https://www.facebook.com/LakePowellChronicle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
parkerpioneer.net,Parker Pioneer,AZ,http://parkerpioneer.net,,,https://www.facebook.com/ParkerNewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
paysonroundup.com,Payson Roundup,AZ,http://www.paysonroundup.com,paysonroundup,,https://www.facebook.com/PaysonRoundupNewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
peoriatimes.com,Peoria Times,AZ,http://www.peoriatimes.com,EastPeoriaTimes,,https://www.facebook.com/pages/East-Peoria-Times-Courier/117814502837,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ahwatukee.com,Ahwatukee Foothills News,AZ,http://www.ahwatukee.com,ahwatukeefn,,https://www.facebook.com/pages/Ahwatukee-Foothills-News/42435708153,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
arcadianews.com,Arcadia News,AZ,http://www.arcadianews.com,,,https://www.facebook.com/arcadianews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
azcapitoltimes.com,Arizona Capitol Times,AZ,http://www.azcapitoltimes.com,azcapitoltimes,http://www.youtube.com/channel/UCzeNPYfliJflsDgROulDMow,https://www.facebook.com/azcapitoltimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
citysuntimes.com,CITYSunTimes,AZ,http://news.citysuntimes.com,CITYSunTimes,,https://www.facebook.com/CITYSunTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
culturadoor.com,Culturadoor,AZ,http://www.culturadoor.com,culturadoor,http://www.youtube.com/user/Culturadoor,https://www.facebook.com/pages/Culturadoor/145397005483512,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
frontdoorsnews.com,Frontdoors News,AZ,http://frontdoorsnews.com,frontdoorsnews,http://www.youtube.com/user/frontdoorsnews,https://www.facebook.com/frontdoorsnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
jewishaz.com,Jewish News of Phoenix,AZ,http://www.jewishaz.com,phxjnews,http://www.youtube.com/channel/UCrK7tZ2-kCe4O7mcnq5ONFg,https://www.facebook.com/JewishAZ,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lavozarizona.com,La Voz,AZ,http://www.lavozarizona.com,lavozaz,,https://www.facebook.com/LaVozArizona,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
phoenixnewtimes.com,New Times,AZ,http://www.phoenixnewtimes.com,PhoenixNewTimes,http://www.youtube.com/user/phoenixnewtimes,https://www.facebook.com/phoenixnewtimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
recordreporter.com,Phoenix Record Reporter,AZ,http://www.recordreporter.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
prensahispanaaz.com,Prensa Hispana,AZ,http://www.prensahispanaaz.com,PrensaHispanaAZ,,https://www.facebook.com/PrensaHispana,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dcourier.com,Daily Courier,AZ,http://dcourier.com,thedailycourier,http://www.youtube.com/user/dCouriervideos,https://www.facebook.com/DailyCourier,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pvtrib.com,Prescott Valley Tribune,AZ,http://pvtrib.com,pvtrib,http://www.youtube.com/user/PVTrib,https://www.facebook.com/PrescottValleyTribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lonesomevalleynewspaper.com,Lonesome Valley Newspaper,AZ,http://www.lonesomevalleynewspaper.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pvvt.com,Quartzsite Times,AZ,http://www.pvvt.com,Pvvt,http://www.youtube.com/user/pvvtvideos,https://www.facebook.com/blythenews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
eacourier.com,Eastern Arizona Courier,AZ,http://www.eacourier.com,eacourier,http://www.youtube.com/user/EACourier,https://www.facebook.com/eacourier,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
srpmic-nsn.gov,Au-Authm Action News,AZ,http://www.srpmic-nsn.gov/community/auauthm,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
redrocknews.com,Sedona Red Rock News,AZ,http://www.redrocknews.com,sedonanews,https://www.youtube.com/channel/UCdd1_6ErEs6WRylM8N8ZMSA,https://www.facebook.com/sedonanews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
sedona.biz,Sedona.biz,AZ,http://www.sedona.biz,SedonaDotBiz,http://www.youtube.com/sedonadotbiz,https://www.facebook.com/SedonaDotBiz,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
wmicentral.com,White Mountain Independent,AZ,http://www.wmicentral.com,WMIcentral,https://www.youtube.com/channel/UC3dtMmNWWV7-y7ZD97dwRdQ,https://www.facebook.com/wmicentral,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
svherald.com,Sierra Vista Herald,AZ,http://www.svherald.com,SVherald,http://www.youtube.com/user/sveditors,https://www.facebook.com/sierravistaherald,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
wranglernews.com,Wrangler News,AZ,http://www.wranglernews.com,wranglernews,,https://www.facebook.com/WranglerNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thetombstonenews.com,Tombstone News,AZ,http://thetombstonenews.com,,,https://www.facebook.com/pages/The-Tombstone-News-LLC/115146505183378,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
tucson.com,Arizona Daily Star,AZ,http://tucson.com,TucsonStar,http://www.youtube.com/user/AZDailyStarVideos,https://www.facebook.com/ArizonaDailyStar,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
insidetucsonbusiness.com,Inside Tucson Business,AZ,http://www.insidetucsonbusiness.com,azbiz,http://www.youtube.com/user/tucsonbusiness,https://www.facebook.com/insidetucsonbusiness,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
soaznewsx.com,So. Arizona News-Examiner,AZ,http://soaznewsx.com,SoAzNewsX,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
tucsoncitizen.com,Tucson Citizen Archives,AZ,http://tucsoncitizen.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
tucsonweekly.com,Tucson Weekly,AZ,http://www.tucsonweekly.com,tucsonweekly,http://www.youtube.com/user/TucsonWeeklyTV,https://www.facebook.com/tucsonweekly,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
wickenburgsun.com,Wickenburg Sun,AZ,http://www.wickenburgsun.com,wickenburgsun,,https://www.facebook.com/TheWickenburgSun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
willcoxrangenews.com,Arizona Range News,AZ,http://www.willcoxrangenews.com,rangenews,https://www.youtube.com/channel/UCIodi9msnGhesVqHHORu4Xw,https://www.facebook.com/willcoxnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
williamsnews.com,Williams News,AZ,http://www.williamsnews.com,,,https://www.facebook.com/williamsnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
navajotimes.com,Navajo Times,AZ,http://navajotimes.com,navajotimes,http://www.youtube.com/user/navajotimesvideos,https://www.facebook.com/navajotimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bajoelsol.com,Bajo El Sol,AZ,http://www.bajoelsol.com,Bajo_El_Sol,,https://www.facebook.com/BajoElSolNoticias,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
gatewaytosedona.com,Gateway To Sedona,AZ,http://www.gatewaytosedona.com,GatewayToSedona,,https://www.facebook.com/GatewayToSedona,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
azbilingual.com,Arizona Bilingual,AZ,http://www.azbilingual.com,TheAZB,http://www.youtube.com/user/ArizonaSonoraMagazin,https://www.facebook.com/arizonabilingual.news,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
azbw.com,Arizona Boating & Watersports,AZ,http://www.azbw.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
arizonaguide.com,Arizona Guide,AZ,http://www.arizonaguide.com,ArizonaTourism,http://www.youtube.com/user/ArizonaTourism,https://www.facebook.com/arizonatravel,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
arizhwys.com,AZ Highways Online,AZ,http://www.arizhwys.com,azhighways,http://www.youtube.com/profile?user=arizonahighways,https://www.facebook.com/azhighways,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
gogolfarizona.com,Go Golf Arizona,AZ,http://gogolfarizona.com,rickpricepga,http://www.youtube.com/user/GoGolfArizona,https://www.facebook.com/gogolfarizona,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
lovinlife.com,Lovin' Life After 50,AZ,http://lovinlife.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
northvalleymagazine.com,North Valley Magazine,AZ,http://northvalleymagazine.com,northvalley,,https://www.facebook.com/northvalleymagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
truewestmagazine.com,True West,AZ,http://www.truewestmagazine.com,TrueWestMag,http://www.youtube.com/user/TrueWestMagazine,https://www.facebook.com/TrueWestMag,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
wickenburg-az.com,Wickenburg-az.com,AZ,http://www.wickenburg-az.com,wickenburgazcom,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
statepress.com,State Press,AZ,http://www.statepress.com,statepress,,https://www.facebook.com/TheStatePress,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ecollegetimes.com,ecollegetimes.com,AZ,http://www.ecollegetimes.com,collegetimes,http://www.youtube.com/user/eCollegeTimes/videos,https://www.facebook.com/pages/College-Times/104015558168,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
