domain,yin_name,yin_state,yin_website,yin_twitter,yin_youtube,yin_facebook,yin_owner,yin_medium,yin_source,yin_collection_date,yin_is_news
myneworleans.com,Louisiana Life,LA,http://www.myneworleans.com/Louisiana-Life,LALifeMag,,https://www.facebook.com/LouisianaLifeMagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
lapage.com,Louisiana Tourism,LA,http://www.lapage.com/crt,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
louisianatravel.com,Louisiana Travel,LA,http://www.louisianatravel.com,louisianatravel,http://www.youtube.com/officiallouisiana,https://www.facebook.com/LouisianaTravel,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
offbeat.com,Offbeat,LA,http://www.offbeat.com,offbeatmagazine,,https://www.facebook.com/offbeatmagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
sbmag.net,SB Magazine Shreveport,LA,http://sbmag.net,sb_magazine_,,https://www.facebook.com/pages/SB-Magazine/301300291178,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
theforumnews.com,The Forum Shreveport,LA,http://www.theforumnews.com,SBForumNews,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
digbatonrouge.com,DIG - Baton Rouge,LA,http://digbatonrouge.com,DigBatonRouge,https://www.youtube.com/channel/UCVEQBxhfQtTXzKdfEYRyR1A/videos,http://www.facebook.com/digbatonrouge,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lsureveille.com,LSU Reveille,LA,http://www.lsureveille.com,lsureveille,https://www.youtube.com/user/TheDailyReveille/videos,http://www.facebook.com/thedailyreveille,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thetechtalk.org,Tech Talk Online,LA,http://www.thetechtalk.org,thetechtalk,,http://www.facebook.com/pages/The-Tech-Talk/129232687101090,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
loyolamaroon.com,Maroon,LA,http://www.loyolamaroon.com,Loyola_Maroon,https://www.youtube.com/user/LoyolaMaroon/videos,https://www.facebook.com/pages/The-Maroon/11526411823,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thenichollsworth.com,The Nicholls Worth,LA,http://www.thenichollsworth.com,NichollsWorth,,http://www.facebook.com/thenichollsworth,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lionsroarnews.com,The Lion's Roar,LA,http://www.lionsroarnews.com,lionsroarnews,,http://www.facebook.com/lionsroarnews,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
southerndigest.com,The Southern Digest,LA,http://www.southerndigest.com,SouthernDigest,https://www.youtube.com/user/TheSouthernDigest/videos,http://www.facebook.com/pages/The-Southern-Digest/195330767182608,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
tulanehullabaloo.com,Tulane Hullabaloo,LA,http://www.tulanehullabaloo.com,the_hullabaloo,,http://www.facebook.com/tulanehullabaloo,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thevermilion.com,The Vermilion,LA,http://www.thevermilion.com,thevermilion,,http://www.facebook.com/pages/The-Vermilion/200754559963465,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
wickedlocal.com,Abington Mariner,MA,http://abington.wickedlocal.com,WickedLocal,,https://www.facebook.com/pages/RocklandStandard-AbingtonMariner/318350324875505,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
turley.com,Agawam Advertiser News,MA,http://agawamadvertisernews.turley.com,,,https://www.facebook.com/AgawamAdvertiserNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
amherstbulletin.com,Amherst Bulletin,MA,http://www.amherstbulletin.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
andovertownsman.com,Andover Townsman,MA,http://www.andovertownsman.com,AndoverTownsman,,https://www.facebook.com/AndoverTownsman,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
localtownpages.com,Ashland Town News,MA,http://www.localtownpages.com/town/ashland,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
atholdailynews.com,Athol Daily News,MA,http://www.atholdailynews.com,,https://www.youtube.com/user/AtholDailyNews,https://www.facebook.com/atholdailynews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thesunchronicle.com,Sun Chronicle,MA,http://www.thesunchronicle.com,thesunchronicle,https://www.youtube.com/user/tsc34media,https://www.facebook.com/TheSunChronicle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
nashobavalleyvoice.com,Ayer News,MA,http://www.nashobavalleyvoice.com/ayer_news,NashobaValVoice,,https://www.facebook.com/NashobaValleyVoice,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
capenews.net,Barnstable Enterprise,MA,http://www.capenews.net,capenewsdotnet,,https://www.facebook.com/enterprisenewspapers,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
backbaysun.com,Back Bay Sun,MA,http://backbaysun.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
beaconhilltimes.com,Beacon Hill Times,MA,http://beaconhilltimes.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bulletinnewspapers.com,Boston Bulletin,MA,http://www.bulletinnewspapers.com/23532/s/boston,,,https://www.facebook.com/BostonBulletin/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bostonherald.com,Boston Herald,MA,http://www.bostonherald.com,bostonherald,http://www.youtube.com/user/BostonHeraldVideos,https://www.facebook.com/pages/Boston-Herald/197211981599,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bostonirish.com,Boston Irish Reporter,MA,http://www.bostonirish.com,BostonIrishRptr,,https://www.facebook.com/pages/Boston-Irish-Reporter/346909585957,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
boston.com,Boston.com Neighborhoods,MA,http://www.boston.com/section/news,BostonAngela,http://www.youtube.com/user/thebostonglobe,https://www.facebook.com/boston,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
charlestownbridge.com,Charlestown Patriot-Bridge,MA,http://charlestownbridge.com,,,https://www.facebook.com/charlestownpatriotbridge,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dotnews.com,Dorchester Reporter,MA,http://www.dotnews.com,dotnews,,https://www.facebook.com/pages/Dorchester-Reporter/245747663197,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
elmundoboston.com,El Mundo Boston,MA,http://elmundoboston.com,ELMUNDOBoston,https://www.youtube.com/user/ElMundoBostonTV,https://www.facebook.com/elmundoboston,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
elplaneta.com,El Planeta Boston,MA,http://elplaneta.com,ElPlanetaBoston,,https://www.facebook.com/ElPlaneta,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
northendregionalreview.com,North End Regional Review,MA,http://www.northendregionalreview.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
sampan.org,Sampan,MA,http://sampan.org,SampanNewspaper,,https://www.facebook.com/SampanNewspaperBoston,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
enterprisenews.com,Enterprise,MA,http://www.enterprisenews.com,enterprisenews,http://www.youtube.com/user/BrocktonEnterprise,https://www.facebook.com/EnterpriseBrockton,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thecantoncitizen.com,Canton Citizen,MA,http://www.thecantoncitizen.com,CantonCitizen,,https://www.facebook.com/pages/The-Canton-Citizen/145897385482548,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
carlislemosquito.org,Carlisle Mosquito,MA,http://www.carlislemosquito.org,,,https://www.facebook.com/CarlisleMosquito,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
capecodchronicle.com,Cape Cod Chronicle,MA,http://www.capecodchronicle.com,CCCNewsroom,http://www.youtube.com/user/CapeCodChronicle,https://www.facebook.com/pages/Cape-Cod-Chronicle/115984107596,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
chelsearecord.com,Chelsea Record,MA,http://www.chelsearecord.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thereminder.com,Chicopee Herald Weekly,MA,http://thereminder.com/localnews/chicopee,TheReminderMA,http://www.youtube.com/user/reminderpublications,https://www.facebook.com/ReminderPublications,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
duxburyclipper.com,Duxbury Clipper,MA,http://www.duxburyclipper.com,duxburyclipper,http://www.youtube.com/user/duxburyclipper,https://www.facebook.com/duxburyclipper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
eastietimes.com,East Boston Times,MA,http://www.eastietimes.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
vineyardgazette.com,Vineyard Gazette,MA,https://vineyardgazette.com,vineyardgazette,http://www.youtube.com/channel/UCx-OXbNC65Rn3v2VV4XxfDA,https://www.facebook.com/marthasvineyardgazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
everettindependent.com,Everett Independent,MA,http://www.everettindependent.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
heraldnews.com,Herald News,MA,http://www.heraldnews.com,hnnow,,https://www.facebook.com/HNNow,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ojornal.com,O Jornal News,MA,http://ojornal.com,Ojornal1,http://www.youtube.com/user/OjornalNewspaper1,https://www.facebook.com/OjornalNewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
sentinelandenterprise.com,Sentinel & Enterprise,MA,http://www.sentinelandenterprise.com,sentandent,http://www.youtube.com/user/sentinelenterprise,https://www.facebook.com/SentinelandEnterprise,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
foxbororeporter.com,Foxboro Reporter,MA,http://www.foxbororeporter.com,FoxboroReporter,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
metrowestdailynews.com,MetroWest Daily News,MA,http://www.metrowestdailynews.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thegardnernews.com,Gardner News,MA,http://thegardnernews.com,,,https://www.facebook.com/thegardnernews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
gloucestertimes.com,Gloucester Daily Times,MA,http://www.gloucestertimes.com,GDTnews,http://www.youtube.com/user/GloucesterTimes,https://www.facebook.com/gloucesterdailytimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thegraftonnews.com,Grafton News,MA,http://www.thegraftonnews.com,graftonnews,https://www.youtube.com/user/graftonnews,https://www.facebook.com/graftonnews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
berkshirerecord.net,Berkshire Record,MA,http://berkshirerecord.net,BerkshireRecrd,,https://www.facebook.com/berkshire.record,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
recorder.com,Recorder,MA,http://www.recorder.com,TheRecorderNews,https://www.youtube.com/user/recorder01301,https://www.facebook.com/pages/The-Recorder/326310256952,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
valleyadvocate.com,Valley Advocate,MA,http://valleyadvocate.com,ValleyAdvocate,,https://www.facebook.com/pages/The-Valley-Advocate/12779106205,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hgazette.com,Haverhill Gazette,MA,http://www.hgazette.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thelandmark.com,Landmark,MA,http://www.thelandmark.com,thelandmarknews,,https://www.facebook.com/HoldenLandmark,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
hulltimes.com,Hull Times,MA,http://www.hulltimes.com,,,https://www.facebook.com/hulltimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
barnstablepatriot.com,Barnstable Patriot,MA,http://www.barnstablepatriot.com,BarnPat,http://www.youtube.com/user/BarnstablePatriot,https://www.facebook.com/barnstablepatriot,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
capecodtimes.com,Cape Cod Times,MA,http://www.capecodtimes.com,capecodtimes,http://www.youtube.com/user/capecodtimes,https://www.facebook.com/capecodtimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
jamaicaplaingazette.com,Jamaica Plain Gazette,MA,http://jamaicaplaingazette.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
eagletribune.com,Eagle-Tribune,MA,http://www.eagletribune.com,EagleTrib,http://www.youtube.com/user/TheEagleTribune,https://www.facebook.com/theeagletribune,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
leominsterchamp.com,Leominster Champion,MA,http://www.leominsterchamp.com,LeominsterChamp,,https://www.facebook.com/pages/Leominster-Champion/157642644307764,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lowellsun.com,Sun,MA,http://www.lowellsun.com,LowellSunNews ,http://www.youtube.com/user/LowellSun,https://www.facebook.com/LowellSun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thevalleydispatch.com,Valley Dispatch,MA,http://www.thevalleydispatch.com,valleydispatch,,https://www.facebook.com/TheValleyDispatch,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
itemlive.com,Daily Evening Item,MA,http://www.itemlive.com,itemlive,http://www.youtube.com/user/itemlive,https://www.facebook.com/DailyItem,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
lynnjournal.com,Lynn Journal,MA,http://www.lynnjournal.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
maldennews.com,Malden Evening News,MA,http://www.maldennews.com,maldennews,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
msjnews.com,Main Street Journal,MA,http://msjnews.com,,,https://www.facebook.com/pages/Main-Street-Journal/171649429548671,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
wanderer.com,Wanderer,MA,http://www.wanderer.com,thewanderer,,https://www.facebook.com/wanderer,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
milforddailynews.com,Milford Daily News,MA,http://www.milforddailynews.com,milforddaily,,https://www.facebook.com/MilfordDailyNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
millburysutton.com,Millbury-Sutton Chronicle,MA,http://www.millburysutton.com,millburysutton,,https://www.facebook.com/millburysutton,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
miltontimes.com,Milton Times,MA,http://www.miltontimes.com,MiltonTimes,https://www.youtube.com/channel/UCGf31G2OZV7_OOXOkBUKLEg,https://www.facebook.com/MiltonTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
missionhillgazette.com,Mission Hill Gazette,MA,http://missionhillgazette.com,MHGazette,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
ack.net,Inquirer and Mirror,MA,http://www.ack.net,InkyM,https://www.youtube.com/channel/UCpj3gHSgjOZtumjT4pUIvdQ,https://www.facebook.com/pages/The-Nantucket-Inquirer-and-Mirror/255864560765,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
portuguesetimes.com,Portuguese Times,MA,http://www.portuguesetimes.com,,,https://www.facebook.com/portuguesetimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
southcoasttoday.com,South Coast Today,MA,http://www.southcoasttoday.com,southcoasttoday ,,https://www.facebook.com/southcoasttoday,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
newburyportnews.com,Daily News,MA,http://www.newburyportnews.com,newburyportnews,https://www.youtube.com/user/newburyportdaily,https://www.facebook.com/pages/Daily-News-of-Newburyport/380708820375,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
gazettenet.com,Daily Hampshire Gazette,MA,http://www.gazettenet.com,,http://www.youtube.com/user/gazettenet,https://www.facebook.com/DailyHampshireGazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
weeklynews.net,Peabody Lynnfield Weekly,MA,http://www.weeklynews.net,,,https://www.facebook.com/pages/Peabody-Lynnfield-Weekly-News/139067302821109,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
berkshireeagle.com,Berkshire Eagle,MA,http://www.berkshireeagle.com,berkshireeagle,http://www.youtube.com/user/BerkshireEagle,https://www.facebook.com/berkshire.eagle,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
pittsfieldgazette.com,Pittsfield Gazette,MA,http://pittsfieldgazette.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
patriotledger.com,Patriot Ledger,MA,http://www.patriotledger.com,patriotledger,http://www.youtube.com/user/patriotledger,https://www.facebook.com/patriotledger,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thequincysun.com,Quincy Sun,MA,http://thequincysun.com,,,https://www.facebook.com/TheQuincySun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
reverejournal.com,Revere Journal,MA,http://www.reverejournal.com,RevereJournal,,https://www.facebook.com/RevereJournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
salemnews.com,Salem News,MA,http://www.salemnews.com,salemnews,http://www.youtube.com/user/SalemMANews,https://www.facebook.com/pages/The-Salem-News/133426745678,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thesomervillenews.com,Somerville Times,MA,http://www.thesomervillenews.com,somervilletimes,,https://www.facebook.com/thesomervilletimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
masslive.com,The Republican ,MA,http://www.masslive.com/republican,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
homenewshere.com,Stoneham Independent,MA,http://homenewshere.com/stoneham_independent,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thesturbridgevillager.com,Sturbridge Villager,MA,http://thesturbridgevillager.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
tauntongazette.com,Taunton Daily Gazette,MA,http://www.tauntongazette.com,TauntonToGo,https://www.youtube.com/channel/UCnfkCL2cpuHczacOUWJ-E3Q,https://www.facebook.com/TauntonToGo,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mvtimes.com,MV Times,MA,http://www.mvtimes.com,TheMVTimes,http://www.youtube.com/user/mvtimes,https://www.facebook.com/mvtimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
localheadlinenews.com,Wakefield Daily Item,MA,http://wp.localheadlinenews.com/?page_id=119,,,https://www.facebook.com/wakefield.dailyitem,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
armenianweekly.com,Armenian Weekly,MA,http://armenianweekly.com,ArmenianWeekly,,https://www.facebook.com/ArmenianWeekly,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
telegram.com,West Boylston Banner,MA,http://www.telegram.com/thebanner,bannews,https://www.youtube.com/channel/UCJdDXhJtXplMmmqjk_HGUgQ,https://www.facebook.com/pages/The-BoylstonWest-Boylston-Banner/196301987074606,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
communityadvocate.com,Community Advocate,MA,http://www.communityadvocate.com,CommunityAdNews,,https://www.facebook.com/communityadvocatenewspaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thewestfieldnews.com,Westfield News,MA,http://thewestfieldnews.com,,https://www.youtube.com/channel/UCeS1T0db23dbubj4libwgjw,https://www.facebook.com/pages/The-Westfield-News/115060631934881,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
winchesterstar.com,Winchester Star,MA,http://www.winchesterstar.com,,,https://www.facebook.com/pages/The-Winchester-Star/195641831897,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
winthroptranscript.com,Winthrop Transcript,MA,http://www.winthroptranscript.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
wbjournal.com,Worcester Business Jrnl,MA,http://www.wbjournal.com,wbjournal,http://www.youtube.com/user/WBJEditor,https://www.facebook.com/wbjournal,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bostonmagazine.com,Boston Magazine,MA,http://www.bostonmagazine.com,BostonMagazine,http://www.youtube.com/user/TheBostonMagazine,https://www.facebook.com/bostonmagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
boston-online.com,Boston Online,MA,http://www.boston-online.com,,,,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
stuffboston.com,Stuff Magazine,MA,http://stuffboston.com,StuffNightlife,,https://www.facebook.com/StuffMagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
capecodlife.com,Cape Cod Life Mag,MA,http://capecodlife.com,capecodlife,http://www.youtube.com/user/capecodlifepub,https://www.facebook.com/capecodlife,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
lionessmagazine.com,Lioness Magazine,MA,http://www.lionessmagazine.com,thelionessgroup,,https://www.facebook.com/LionessMagazine,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
baystateparent.com,Bay State Parent,MA,http://www.baystateparent.com,baystateparent,http://www.youtube.com/user/baystateparent,https://www.facebook.com/baystateparent,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
hceronline.org,Harvard Economics Review,MA,http://hceronline.org,hceronline,,https://www.facebook.com/HarvardEconomicsReview,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
improper.com,Improper Boston,MA,http://www.improper.com,theimproper,,https://www.facebook.com/theimproper,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
visit-massachusetts.com,Welcome to Mass!,MA,http://www.visit-massachusetts.com,tweetnewengland,,https://www.facebook.com/VisitNewEnglandFanpage,,Magazines,usnpl.com,2018-08-02 14:55:24.612585,1
babsonfreepress.com,Babson Free Press,MA,http://www.babsonfreepress.com,BabsonFreep,,https://www.facebook.com/babsonfreep,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bcheights.com,The Heights,MA,http://www.bcheights.com,bcheights,,http://www.facebook.com/TheHeights,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dailyfreepress.com,The Daily Free Press,MA,http://dailyfreepress.com,dailyfreepress,http://www.youtube.com/user/TheDailyFreeNow,http://www.facebook.com/dailyfreepress,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thejustice.org,Brandeis Justice,MA,http://www.thejustice.org,thejustice,,http://www.facebook.com/thejusticeonline,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
berkeleybeacon.com,Berkeley Beacon,MA,http://www.berkeleybeacon.com,BeaconUpdate,https://www.youtube.com/user/TheBerkeleyBeacon/videos,http://www.facebook.com/berkeleybeacon,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thecrimson.com,Harvard Crimson,MA,http://www.thecrimson.com,thecrimson,https://www.youtube.com/user/TheHarvardCrimson/videos,http://www.facebook.com/TheHarvardCrimson,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
harvardindependent.com,Harvard Independent,MA,http://harvardindependent.com,harvardindy,,https://www.facebook.com/harvardindependent,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
harvard.edu,University Gazette,MA,http://news.harvard.edu/gazette,,,,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thehccrusader.com,The Crusader,MA,http://www.thehccrusader.com,TheHCCrusader,,http://www.facebook.com/thehccrusader,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
mit.edu,The Tech,MA,http://tech.mit.edu,thetech,,https://www.facebook.com/themittech,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
huntnewsnu.com,The Huntington News,MA,http://huntnewsnu.com,huntnewsnu,https://www.youtube.com/user/thehuntingtonnews/videos,http://www.facebook.com/HuntNewsNU,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
suffolkjournal.net,Suffolk Journal,MA,http://suffolkjournal.net,SuffolkJournal,,http://www.facebook.com/suffolkjournal,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
tuftsdaily.com,The Tufts Daily,MA,http://www.tuftsdaily.com,tuftsdaily,https://www.youtube.com/user/TheTuftsDaily/videos,http://www.facebook.com/pages/The-Tufts-Daily/40213714188,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
dailycollegian.com,Daily Collegian,MA,http://dailycollegian.com,,https://vimeo.com/dailycollegian,http://www.facebook.com/pages/DailyCollegiancom/124993981027,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thewilliamsrecord.com,Williams Record Wired,MA,http://thewilliamsrecord.com,williams_record,https://vimeo.com/dailycollegian,https://www.facebook.com/williamsrecord,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
wpi.edu,WPI News,MA,https://www.wpi.edu/News,WPI,http://www.youtube.com/user/WPI,http://www.facebook.com/wpi.edu,,College Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
bayweekly.com,Bay Weekly,MD,http://www.bayweekly.com,BayWeekly,http://www.youtube.com/user/TheBayWeekly,https://www.facebook.com/bayweekly,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
capitalgazette.com,Capital Gazette,MD,http://www.capitalgazette.com,capgaznews,,https://www.facebook.com/capitalgazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
afro.com,Baltimore Afro American,MD,http://www.afro.com,afronews,,https://www.facebook.com/AfroAmericanNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
baltimorechronicle.com,Baltimore Chronicle,MD,http://baltimorechronicle.com,,,,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
citypaper.com,Baltimore City Paper,MD,http://www.citypaper.com,city_paper,http://www.youtube.com/user/CityPaper,https://www.facebook.com/baltimorecitypaper,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
baltimoresun.com,Baltimore Sun,MD,http://www.baltimoresun.com,baltimoresun,http://www.youtube.com/user/baltimoresun,https://www.facebook.com/baltimoresun,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
baltimoretimes-online.com,Baltimore Times,MD,http://baltimoretimes-online.com,baltimore_times,,https://www.facebook.com/TheBaltimoreTimes,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
thedailyrecord.com,Daily Record,MD,http://thedailyrecord.com,mddailyrecord,http://www.youtube.com/user/mddailyrecord,https://www.facebook.com/mddailyrecord,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
baltimorepostexaminer.com,Post-Examiner,MD,http://baltimorepostexaminer.com,BaltPostExam,https://www.youtube.com/channel/UCo0mGT5-45aVyPkpn_guNtA,https://www.facebook.com/baltimorepostexaminer,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
baysideoc.com,Bayside Gazette,MD,http://baysideoc.com,BaysideGazette,,https://www.facebook.com/baysidegazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
myeasternshoremd.com,Dorchester Star,MD,http://www.myeasternshoremd.com,DorchesterStar,,https://www.facebook.com/DorchesterStar,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
guilfordgazette.com,Guilford Gazette,MD,https://www.guilfordgazette.com,GuilfordGazette,https://www.youtube.com/channel/UCZv84WhdmHuMwVWDpYZZSHw,https://www.facebook.com/GuilfordGazette,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
csctimes.com,County Times,MD,http://www.csctimes.com,,,https://www.facebook.com/CSCountyTimes/timeline/,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
times-news.com,Cumberland Times-News,MD,http://www.times-news.com,CumberlandTN,http://www.youtube.com/channel/UC_AcdgJUzSP_2Y43KPdKFjg,https://www.facebook.com/CumberlandTimesNews,,Newspapers,usnpl.com,2018-08-02 14:55:24.612585,1
